Company_name;Description;Ratings;Highly_rated_for;Critically_rated_for;Total_reviews;Avg_salary;Interviews_taken;Total_jobs_available;Total_benefits;;
i-Exceed Technology Solutions;FinTech | 201-500 Employees | 13 years old | Princeton +4 more;3.2;Company Culture, Promotions / Appraisal, Salary & Benefits;;110;1.1k;14;21;12;;
Geltec;Pharma | 201-500 Employees | 22 years old | Mumbai +7 more;3.2;Promotions / Appraisal, Work Satisfaction, Salary & Benefits;;109;673;10;--;7;;
Geltec;Pharma | 201-500 Employees | 22 years old | Mumbai +7 more;3.2;Promotions / Appraisal, Work Satisfaction, Salary & Benefits;;109;673;10;--;7;;
Shahnaz Husain Group Of Companies;Beauty & Personal Care | 501-1k Employees | 54 years old | New Delhi +16 more;3.2;Promotions / Appraisal, Work Satisfaction, Job Security;;108;386;12;14;15;;
Grand View Research;201-500 Employees | 10 years old | San Francisco +2 more;3.2;Promotions / Appraisal, Skill Development / Learning, Work Satisfaction;;106;865;2;3;8;;
PolicyX.com;FinTech | 51-200 Employees | Startup | 11 years old | Gurgaon/Gurugram +4 more;3.2;Job Security, Work Satisfaction, Promotions / Appraisal;;105;576;8;5;13;;
Fouress Engineering India;Engineering & Construction | 501-1k Employees | 62 years old | Mumbai +6 more;3.2;Salary & Benefits, Promotions / Appraisal, Company Culture;;104;494;5;1;12;;
Fouress Engineering India;Engineering & Construction | 501-1k Employees | 62 years old | Mumbai +6 more;3.2;Salary & Benefits, Promotions / Appraisal, Company Culture;;104;494;5;1;12;;
Epp Composites;Industrial Machinery | 501-1k Employees | 38 years old | Rajkot +5 more;3.2;Work Satisfaction, Promotions / Appraisal, Work Life Balance;;104;586;8;10;7;;
JCBL;Auto Components | 1k-5k Employees | Public | 35 years old | Mohali +15 more;3.2;Promotions / Appraisal, Job Security, Work Satisfaction;;104;508;2;22;12;;
Garuda Power;Industrial Machinery | 51-200 Employees | 15 years old | Asansol +17 more;3.2;Promotions / Appraisal, Salary & Benefits, Work Life Balance;;103;377;8;1;11;;
Reliable Business Solutions & Services;BPO | 11-50 Employees | 14 years old | Mumbai +6 more;3.2;Company Culture, Salary & Benefits, Promotions / Appraisal;;102;549;1;--;14;;
Smart Call Center Solutions;BPO | 11-50 Employees | 9 years old | Kolkata +4 more;3.2;Promotions / Appraisal, Salary & Benefits, Job Security;;102;274;15;9;17;;
Unimark Remedies;Pharma | 201-500 Employees | 42 years old | Mumbai +10 more;3.2;Salary & Benefits, Company Culture, Work Satisfaction;;102;454;1;--;13;;
Valued Epistemics;EdTech | 11-50 Employees | 16 years old | Chennai +4 more;3.2;Promotions / Appraisal, Salary & Benefits, Work Life Balance;;101;331;11;8;15;;
Oaknorth Bank;Banking | 51-200 Employees | Startup | 9 years old | London +3 more;3.2;Skill Development / Learning, Company Culture, Job Security;;101;1.3k;2;12;11;;
Armstrong Machine Builders;Industrial Machinery | 51-200 Employees | 25 years old | Pune +5 more;3.2;Work Life Balance, Job Security, Company Culture;;101;783;10;3;12;;
Celon Laboratories;Pharma | 201-500 Employees | 17 years old | Hyderabad +7 more;3.2;Promotions / Appraisal, Work Satisfaction, Job Security;;100;652;7;5;13;;
Sathavahana Ispat;Iron & Steel | 501-1k Employees | Public | 35 years old | Hyderabad/Secunderabad +3 more;3.2;Salary & Benefits, Promotions / Appraisal, Company Culture;;100;386;1;--;18;;
Filo Edtech;51-200 Employees | Gurgaon/Gurugram +11 more;3.2;Job Security, Promotions / Appraisal, Work Satisfaction;;100;335;5;5;4;;
Marc Laboratories;Healthcare | 1k-5k Employees | Public | 38 years old | Lucknow +18 more;3.2;Company Culture, Salary & Benefits, Promotions / Appraisal;;99;331;4;--;10;;
Ntrust Infotech;IT Services & Consulting | 51-200 Employees | 21 years old | Irvine +1 more;3.2;Job Security;Salary & Benefits, Promotions / Appraisal, Work Life Balance;97;661;4;--;14;;
Possible Health;Fitness & Wellness | 51-200 Employees | 9 years old | Bangalore/Bengaluru +6 more;3.2;Job Security, Work Satisfaction, Company Culture;;97;574;8;28;11;;
Imedx Information Services;IT Services & Consulting | 201-500 Employees | 22 years old | Atlanta +6 more;3.2;Promotions / Appraisal, Salary & Benefits, Job Security;;96;380;2;--;11;;
Nucsoft;IT Services & Consulting | 201-500 Employees | 30 years old | Mumbai +6 more;3.2;Salary & Benefits, Promotions / Appraisal, Company Culture;;96;638;7;16;9;;
Sysinformation Healthcare;Healthcare | 51-200 Employees | 19 years old | Texas +3 more;3.2;Promotions / Appraisal, Work Life Balance, Work Satisfaction;;95;265;1;10;10;;
MAP Systems;IT Services & Consulting | 51-200 Employees | 31 years old | Bangalore/Bengaluru +2 more;3.2;Promotions / Appraisal, Salary & Benefits, Company Culture;;94;353;6;2;14;;
HealthAssure;Fitness & Wellness | 51-200 Employees | 13 years old | Mumbai +10 more;3.2;Promotions / Appraisal, Job Security, Salary & Benefits;;94;536;6;14;6;;
Unimrkt Research;Analytics & KPO | 201-500 Employees | 15 years old | New York +4 more;3.2;Skill Development / Learning, Work Satisfaction, Company Culture;;93;673;9;--;15;;
Preet Group;51-200 Employees | 47 years old | Ghaziabad +7 more;3.2;Job Security, Company Culture, Promotions / Appraisal;;93;561;10;--;8;;
Adnet Global;Animation & VFX | 201-500 Employees | 29 years old | Mumbai +4 more;3.2;Promotions / Appraisal, Salary & Benefits, Company Culture;;92;485;3;3;2;;
Ronch Polymers;Petrochemicals | 51-200 Employees | 29 years old | Mumbai +5 more;3.2;Promotions / Appraisal, Company Culture, Salary & Benefits;;92;414;3;--;5;;
Creditas Solutions;FinTech | 201-500 Employees | 9 years old | Gurgaon +1 more;3.2;Promotions / Appraisal, Work Satisfaction, Job Security;;92;517;9;14;12;;
Indus Health Plus;Fitness & Wellness | 201-500 Employees | 24 years old | Pune +14 more;3.2;Promotions / Appraisal, Salary & Benefits, Work Satisfaction;;91;519;2;22;18;;
SKS POWER GENERATION;Power | 201-500 Employees | Public | 16 years old | Mumbai +13 more;3.2;Promotions / Appraisal, Company Culture, Salary & Benefits;;91;421;7;--;14;;
Indus Health Plus;Fitness & Wellness | 201-500 Employees | 24 years old | Pune +14 more;3.2;Promotions / Appraisal, Salary & Benefits, Work Satisfaction;;91;519;2;22;18;;
Sfj Business Solutions;IT Services & Consulting | 51-200 Employees | 13 years old | Bangalore/Bengaluru +3 more;3.2;Job Security, Promotions / Appraisal, Salary & Benefits;;91;456;7;12;5;;
Sfj Business Solutions;IT Services & Consulting | 51-200 Employees | 13 years old | Bangalore/Bengaluru +3 more;3.2;Job Security, Promotions / Appraisal, Salary & Benefits;;91;456;7;12;5;;
SKS POWER GENERATION;Power | 201-500 Employees | Public | 16 years old | Mumbai +13 more;3.2;Promotions / Appraisal, Company Culture, Salary & Benefits;;91;421;7;--;14;;
Meritto;Internet | 201-500 Employees | Startup | 7 years old | Gurgaon +9 more;3.2;Work Life Balance, Company Culture, Work Satisfaction;;91;737;12;111;19;;
Muthoot Mercantile;NBFC | 51-200 Employees | 27 years old | Thiruvananthapuram +31 more;3.2;Promotions / Appraisal, Salary & Benefits, Job Security;;91;414;8;10;6;;
Medfin India;Medical Equipment | 51-200 Employees | Startup | 8 years old | Bangalore +11 more;3.2;Job Security, Skill Development / Learning, Promotions / Appraisal;;90;371;6;6;9;;
Livedigital Marketing Solutions;Telecom | 11-50 Employees (Global) | 11 years old | Noida +6 more;3.2;Promotions / Appraisal, Salary & Benefits, Work Satisfaction;;90;508;7;--;9;;
Rotodyne Industries;Industrial Machinery | 201-500 Employees | 28 years old | Hyderabad/Secunderabad +6 more;3.2;Work Life Balance, Promotions / Appraisal, Salary & Benefits;;90;324;7;--;9;;
Newton School: Pay after Placement;Internet | 501-1k Employees | Startup | 5 years old | Bangalore +6 more;3.2;Promotions / Appraisal, Job Security, Work Satisfaction;;90;592;10;39;3;;
Manya Education;Education & Training | 201-500 Employees | 22 years old | Delhi/NCR +10 more;3.2;Promotions / Appraisal, Job Security, Salary & Benefits;;89;420;3;11;9;;
31 Parallel;BPO | 201-500 Employees (Global) | 10 years old | Shimla +2 more;3.2;Salary & Benefits, Promotions / Appraisal, Company Culture;;89;233;5;2;3;;
Smilax Laboratories;Pharma | 1k-5k Employees | 19 years old | Hyderabad +4 more;3.2;Salary & Benefits, Work Satisfaction, Promotions / Appraisal;;89;507;5;--;6;;
Radixweb;IT Services & Consulting | 501-1k Employees | 24 years old | Ahmedabad +2 more;3.2;Promotions / Appraisal, Salary & Benefits, Work Satisfaction;;89;636;6;37;9;;
The George Telegraph Training Institute;Education & Training | 51-200 Employees | 104 years old | Kolkata +14 more;3.2;Promotions / Appraisal, Job Security, Salary & Benefits;;88;360;3;--;7;;
The George Telegraph Training Institute;Education & Training | 51-200 Employees | 104 years old | Kolkata +14 more;3.2;Promotions / Appraisal, Job Security, Salary & Benefits;;88;360;3;--;7;;
Airtel X- Labs;1k-5k Employees | Gurgaon / Gurugram +7 more;3.2;Promotions / Appraisal, Company Culture, Work Satisfaction;;88;881;9;10;11;;
Capline Services;Healthcare | 201-500 Employees | 8 years old | Noida +4 more;3.2;Promotions / Appraisal, Job Security, Skill Development / Learning;;87;565;8;9;11;;
Machino Polymers;Petrochemicals | 501-1k Employees | Public | 29 years old | Gurgaon +10 more;3.2;Promotions / Appraisal, Salary & Benefits, Company Culture;;85;514;9;--;--;;
Paramount;IT Services & Consulting | 501-1k Employees | Jalandhar +24 more;3.2;Promotions / Appraisal, Salary & Benefits, Company Culture;;83;768;4;--;3;;
Wunderman;Marketing & Advertising | 50k-1 Lakh Employees (Global) | 66 years old | New York +6 more;3.2;Salary & Benefits, Promotions / Appraisal, Work Satisfaction;;83;822;5;--;20;;
Seagate;Hardware & Networking | 11-50 Employees | Forbes Global 2000 | 17 years old | Scotts Valley +5 more;3.2;Work Life Balance;Job Security, Promotions / Appraisal, Skill Development / Learning;83;748;4;18;15;;
Computer Generated Solutions;IT Services & Consulting | 501-1k Employees | 40 years old | New York +3 more;3.2;Promotions / Appraisal, Salary & Benefits, Job Security;;82;775;4;--;10;;
Phronesis Partners;Analytics & KPO | 201-500 Employees | 11 years old | Boston +2 more;3.2;Work Satisfaction, Skill Development / Learning, Promotions / Appraisal;;82;514;5;--;14;;
U K Paints;Building Material | 501-1k Employees (Global) | 105 years old | New Delhi +10 more;3.2;Promotions / Appraisal, Company Culture, Work Satisfaction;;82;314;9;--;9;;
The Judge Group;Recruitment | 501-1k Employees | 8 years old | Wayne +5 more;3.2;Promotions / Appraisal, Job Security, Work Satisfaction;;82;559;7;52;9;;
Integrated Resources;Recruitment | 51-200 Employees | 28 years old | Edison +5 more;3.2;Company Culture, Job Security, Promotions / Appraisal;;81;470;3;--;13;;
Lark Laboratories (I);Pharma | 51-200 Employees | 45 years old | New Delhi +9 more;3.2;Company Culture, Work Life Balance, Salary & Benefits;;81;297;4;--;9;;
Lark Laboratories (I);Pharma | 51-200 Employees | 45 years old | New Delhi +9 more;3.2;Company Culture, Work Life Balance, Salary & Benefits;;81;297;4;--;9;;
HyTech Professionals;IT Services & Consulting | 201-500 Employees | 20 years old | Noida +2 more;3.2;Promotions / Appraisal, Skill Development / Learning, Salary & Benefits;;81;611;3;13;14;;
Simpl;Internet | 51-200 Employees | Startup | 9 years old | Mumbai +1 more;3.2;Job Security, Promotions / Appraisal, Work Satisfaction;;80;636;2;12;5;;
Mymd Healthcare;Internet | 51-200 Employees | Kolkata +6 more;3.2;Promotions / Appraisal, Job Security, Work Satisfaction;;79;189;2;2;1;;
Mylab Discovery Solutions;Internet | 51-200 Employees | Startup | 8 years old | Pune +13 more;3.2;Promotions / Appraisal, Salary & Benefits, Company Culture;;79;368;9;3;8;;
Delhi Public School Ghaziabad Society;Education & Training | 1k-5k Employees | 44 years old | New Delhi +13 more;3.2;Job Security, Promotions / Appraisal, Work Satisfaction;;78;399;6;12;9;;
Migsun Group;Real Estate | 51-200 Employees | 32 years old | Ghaziabad +6 more;3.2;Job Security, Promotions / Appraisal, Company Culture;;78;519;6;--;4;;
Delhi Public School Ghaziabad Society;Education & Training | 1k-5k Employees | 44 years old | New Delhi +13 more;3.2;Job Security, Promotions / Appraisal, Work Satisfaction;;78;399;6;12;9;;
The Hackett Group;Management Consulting | 201-500 Employees | 27 years old | Miami +3 more;3.2;Promotions / Appraisal, Work Satisfaction, Company Culture;;78;678;4;26;11;;
Antal International;Recruitment | 51-200 Employees | 31 years old | London +9 more;3.2;Promotions / Appraisal, Salary & Benefits, Job Security;;78;506;7;1.5k;12;;
Hyoseong Electric;Auto Components | 51-200 Employees | Public | 51 years old | Busan +5 more;3.2;Salary & Benefits, Promotions / Appraisal, Job Security;;77;524;5;--;15;;
Health Prime International;Analytics & KPO | 20 years old | National Harbor +1 more;3.2;Work Life Balance, Work Satisfaction, Promotions / Appraisal;;77;422;4;--;12;;
Hyoseong Electric;Auto Components | 51-200 Employees | Public | 51 years old | Busan +5 more;3.2;Salary & Benefits, Promotions / Appraisal, Job Security;;77;524;5;--;15;;
Aaa Capital Services;Financial Services | 51-200 Employees | 29 years old | New Delhi +19 more;3.2;Promotions / Appraisal, Company Culture, Salary & Benefits;;77;695;5;6;9;;
Veremax Technologie Services;IT Services & Consulting | 51-200 Employees | 11 years old | Bengaluru +17 more;3.2;Promotions / Appraisal, Salary & Benefits, Company Culture;;76;388;2;--;4;;
Sitics Logistic Solutions;Financial Services | 5k-10k Employees (Global) | 17 years old | Palakkad +26 more;3.2;Promotions / Appraisal, Salary & Benefits, Work Life Balance;;76;467;4;7;3;;
Rucha Group Of Industries;Industrial Machinery | 1k-5k Employees | Public | 30 years old | Aurangabad +5 more;3.2;Work Life Balance, Company Culture, Work Satisfaction;;76;569;4;--;9;;
White Crow Research;Recruitment | 501-1k Employees | 13 years old | Mumbai +2 more;3.2;Promotions / Appraisal, Job Security, Work Satisfaction;;75;514;1;6;9;;
Kundan Group;Jewellery | 501-1k Employees | haryana +11 more;3.2;Promotions / Appraisal, Job Security, Company Culture;;75;465;5;12;1;;
Acharya Institutes;Education & Training | 1k-5k Employees | 34 years old | Bengaluru +7 more;3.2;Salary & Benefits, Promotions / Appraisal, Job Security;;75;433;4;--;8;;
Ketsaal Retails;Other | 11-50 Employees | 7 years old | Noida +1 more;3.2;Salary & Benefits, Promotions / Appraisal, Company Culture;;74;181;4;13;27;;
Excell Autovista;Automobile | 501-1k Employees | 20 years old | Mumbai +5 more;3.2;Promotions / Appraisal, Salary & Benefits, Work Life Balance;;73;442;1;1;2;;
Amogha Polymers;Building Material | 51-200 Employees | 8 years old | Coimbatore +19 more;3.2;Job Security, Promotions / Appraisal, Salary & Benefits;;73;252;1;1;9;;
Telligent (A Verint Company);Software Product | 1-10 Employees | 20 years old | Frisco +2 more;3.2;Promotions / Appraisal, Job Security, Company Culture;;73;620;4;1;14;;
HTC;Consumer Electronics & Appliances | 1-10 Employees | 27 years old | Taoyuan +24 more;3.2;Skill Development / Learning;;73;564;4;--;12;;
Telligent (A Verint Company);Software Product | 1-10 Employees | 20 years old | Frisco +2 more;3.2;Promotions / Appraisal, Job Security, Company Culture;;73;620;4;1;14;;
Zymr Systems;IT Services & Consulting | 201-500 Employees | 12 years old | San Jose +4 more;3.2;Work Satisfaction, Skill Development / Learning, Company Culture;;73;521;5;21;14;;
BYJU'S;EdTech | 10k-50k Employees | Indian Unicorn | 13 years old | Bangalore +305 more;3.1;Job Security, Work Life Balance, Company Culture;;14.6k;57.9k;1.8k;885;1.9k;;
CMS IT Services;IT Services & Consulting | 5k-10k Employees | Startup | 10 years old | Bangalore +137 more;3.1;Promotions / Appraisal, Salary & Benefits, Company Culture;;2.4k;10.9k;91;27;196;;
Fusion BPO Services;BPO | 1k-5k Employees | 20 years old | Kolkata +43 more;3.1;Promotions / Appraisal, Job Security, Salary & Benefits;;1.2k;3.6k;73;3;100;;
Eureka Outsourcing Solutions;BPO | 1k-5k Employees | 22 years old | Thane +18 more;3.1;Salary & Benefits, Promotions / Appraisal, Work Satisfaction;;909;3.3k;55;32;90;;
Stanza Living;Internet | 501-1k Employees | Startup | 7 years old | Delhi +30 more;3.1;Job Security, Promotions / Appraisal, Work Satisfaction;;766;3k;62;261;63;;
Skill Lync;EdTech | 1k-5k Employees | Startup | 9 years old | Palo Alto +13 more;3.1;Job Security, Promotions / Appraisal, Work Satisfaction;;712;3.5k;78;76;32;;
NetCracker;IT Services & Consulting | 1k-5k Employees | 31 years old | Waltham +7 more;3.1;Job Security, Work Satisfaction, Skill Development / Learning;;638;7.7k;72;208;95;;
Citco;Financial Services | 1k-5k Employees | 8 years old | Cayman Islands +10 more;3.1;Work Life Balance, Work Satisfaction, Promotions / Appraisal;;635;5k;61;69;55;;
Quantiphi Analytics Solutions Private Limited;IT Services & Consulting | 1k-5k Employees | Startup | 11 years old | Marlborough +11 more;3.1;Job Security, Work Life Balance, Work Satisfaction;;600;5.2k;98;128;64;;
Cogoport;Internet | 51-200 Employees | Startup | 8 years old | Mumbai +12 more;3.1;Job Security, Promotions / Appraisal, Company Culture;;565;1.7k;36;44;39;;
Experis IT;Recruitment | 501-1k Employees | 26 years old | Milwaukee +32 more;3.1;Promotions / Appraisal, Salary & Benefits, Work Satisfaction;;518;3.2k;31;15;37;;
Karvy DigiKonnect;Financial Services | 10k-50k Employees | 9 years old | Hyderabad +20 more;3.1;Salary & Benefits, Job Security, Promotions / Appraisal;;399;2k;6;--;29;;
Karvy Data Management;Hyderabad / Secunderabad +38 more;3.1;Salary & Benefits, Promotions / Appraisal, Job Security;;398;2.2k;1;--;--;;
Bharat Biotech International;Biotechnology | 1k-5k Employees | 28 years old | Hyderabad +25 more;3.1;Salary & Benefits, Promotions / Appraisal, Company Culture;;380;1.8k;35;--;39;;
